Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Tax Year
613020,"7556JK 13 7    SE-12-20-3-5    8,820 Sq. Feet",T,2,Residential,I  Individual,105500,163700,0,269200,414 EDGAR AVE. N.W.,Land    R - Residential,,2018
613030,"7556JK 13 6    SE-12-20-3-5    7,560 Sq. Feet",T,2,Residential,I  Individual,100700,154600,0,255300,412 EDGAR AVE. N.W.,Land    R - Residential,,2018
613040,"7556JK 13 5    SE-12-20-3-5    8,190 Sq. Feet",T,2,Residential,I  Individual,103100,201000,0,304100,410 EDGAR AVE. N.W.,Land    R - Residential,,2018
613050,"7556JK 13 4    SE-12-20-3-5    7,560 Sq. Feet",T,2,Residential,I  Individual,100700,181700,0,282400,408 EDGAR AVE. N.W.,Land    R - Residential,,2018
613060,"7556JK 13 3    SE-12-20-3-5    8,190 Sq. Feet",T,2,Residential,I  Individual,103100,174100,0,277200,406 EDGAR AVE. N.W.,Land    R - Residential,,2018
613070,"7556JK 13 1,2    SE-12-20-3-5    18,140 Sq. Feet",T,2,Residential,I  Individual,121300,241700,0,363000,402 EDGAR AVE N.W.,Land    R - Residential,,2018
615010,"1236FK 15 1    SE-12-20-3-5    12,000 Sq. Feet",T,2,Residential,I  Individual,112800,185400,0,298200,302 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
615020,"1236FK 15 E14    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,99400,119300,0,218700,301 ROYAL AVE. N.W.,Land    R - Residential,,2018
615030,"1236FK 15 W14    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,99400,217600,0,317000,303 ROYAL AVE. NW,Land    R - Residential,,2018
616010,"2229EW 16 1    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,224400,0,310400,202 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616020,"3603FD 16 1A    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,185800,0,271800,204 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616030,"3603FD 16 2,P3    SE-12-20-3-5    7,920 Sq. Feet",T,2,Residential,I  Individual,92700,165900,0,258600,206 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616040,"3603FD 16 P3    SE-12-20-3-5    5,040 Sq. Feet",T,2,Residential,I  Individual,75500,179800,0,255300,208 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616050,"3603FD 16 4    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,125100,0,211100,210 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616060,"3603FD 16 5    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,78500,0,164500,212 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616070,"3603FD 16 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,148700,0,234700,214 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616080,"3603FD 16 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,97700,0,183700,216 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616090,"3603FD 16 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,154200,0,240200,218 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616100,"3603FD 16 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,162500,0,248500,220 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616110,"3603FD 16 10    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,86000,138500,0,224500,222 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616115,"3603FD 16 11    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,79500,157300,0,236800,224 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616120,"3603FD 16 W11,12    SE-12-20-3-5    6,600 Sq. Feet",T,2,Residential,I  Individual,88100,182300,0,270400,226 FRONTENAC AVE. N.W.,Land    R - Residential,,2018
616130,"3603FD 16 13    SE-12-20-3-5    8,350 Sq. Feet",T,2,Residential,I  Individual,94100,136300,0,230400,225 ROYAL AVE. N.W.,Land    R - Residential,,2018
616140,"3603FD 16 14    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,105800,0,196000,223 ROYAL AVE. N.W.,Land    R - Residential,,2018
616150,"3603FD 16 15    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,135900,0,226100,221 ROYAL AVE. N.W.,Land    R - Residential,,2018
616160,"3603FD 16 16    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,111700,0,201900,219 ROYAL AVE. N.W.,Land    R - Residential,,2018
616170,"3603FD 16 17    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,234600,0,324800,217 ROYAL AVE. N.W.,Land    R - Residential,,2018
616180,"3603FD 16 18    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,104200,0,194400,215 ROYAL AVE. N.W.,Land    R - Residential,,2018
616190,"3603FD 16 19    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,177600,0,267800,213 ROYAL AVE. N.W.,Land    R - Residential,,2018
616200,"3603FD 16 20    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,214200,0,304400,211 ROYAL AVE. N.W.,Land    R - Residential,,2018
616210,"3603FD 16 21    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,239300,0,329500,209 ROYAL AVE. N.W.,Land    R - Residential,,2018
616220,"3603FD 16 22    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,197500,0,287700,207 ROYAL AVE. N.W.,Land    R - Residential,,2018
616230,"3603FD 16 23    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,125900,0,216100,205 ROYAL AVE. N.W.,Land    R - Residential,,2018
616240,"3603FD 16 24A    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,316600,0,406800,203 ROYAL AVE. N.W.,Land    R - Residential,,2018
616250,"2229EW 16 24    SE-12-20-3-5    7,200 Sq. Feet",T,2,Residential,I  Individual,90200,363500,0,453700,201 Royal Avenue N.W.,Land    R - Residential,,2018
617010,"8054EK 17 1-3    SE-12-20-3-5    12,540 Sq. Feet",T,3,Commercial,I  Individual,93500,526200,0,619700,414 MAIN ST. N.W.,Land    NR - Non Residential,,2018
617040,"8054EK 17 4,5    SE-12-20-3-5    8,460 Sq. Feet",T,3,Commercial,I  Individual,104100,0,0,104100,410 MAIN ST. N.W.,Land    NR - Non Residential,,2018
617060,"8054EK 17 6,7    SE-12-20-3-5    3,000 Sq. Feet",T,2,Residential,I  Individual,48900,142000,0,190900,406 MAIN ST. N.W.,Land    R - Residential,,2018
617080,"8054EK 17 8,9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,128200,0,223000,104 ROYAL AVE. N.W.,Land    R - Residential,,2018
617100,"8054EK 17 10,11    SE-12-20-3-5    2.65 Acres",E,11,Institutional,P  Provincial,234500,1960200,0,2194700,114 ROYAL AVE. N.W.,Land    NR - Non Residential,,2018
617150,"3779FC  X    SE-12-20-3-5    18,121 Sq. Feet",E,11,Institutional,P  Provincial,121200,0,0,121200,,Land    NR - Non Residential,,2018
617200,"3779FC  Y    SE-12-20-3-5    40,946 Sq. Feet",E,11,Institutional,P  Provincial,148700,0,0,148700,,Land    NR - Non Residential,,2018
617250,SE-12-20-3-5                    1.00 Acres,E,11,Institutional,P  Provincial,151500,0,0,151500,114 ROYAL AVE. N.W.,Land    NR - Non Residential,,2018
618010,"2229EW 18 1,2    SE-12-20-3-5    9,000 Sq. Feet",T,3,Commercial,I  Individual,84700,73500,0,158200,512 MAIN ST. NW,Land    NR - Non Residential,,2018
618030,"2229EW 18 3    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,168000,0,262800,508 MAIN ST. N.W.,Land    R - Residential,,2018
618040,"2229EW 18 4    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,46500,0,141300,506 MAIN ST. N.W.,Land    R - Residential,,2018
618050,"2229EW 18 5    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,51100,0,145900,504 MAIN ST. N.W.,Land    R - Residential,,2018
618060,"2229EW 18 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,141100,0,235900,502 MAIN ST. N.W.,Land    R - Residential,,2018
619010,"2229EW 19 1,2    SE-12-20-3-5    10,080 Sq. Feet",T,2,Residential,I  Individual,110200,154500,0,264700,622 MAIN ST. N.W.,Land    R - Residential,,2018
619030,"2229EW 19 3    SE-12-20-3-5    5,400 Sq. Feet",T,2,Residential,I  Individual,87600,160000,0,247600,620 MAIN ST. N.W.,Land    R - Residential,,2018
619040,"2229EW 19 4,5    SE-12-20-3-5    10,800 Sq. Feet",T,2,Residential,I  Individual,111100,172800,0,283900,618 MAIN ST. N.W.,Land    R - Residential,,2018
619060,"2229EW 19 6    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,82700,0,177500,614 MAIN ST. N.W.,Land    R - Residential,,2018
619070,"2229EW 19 7    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,189000,0,283800,612 MAIN ST. N.W.,Land    R - Residential,,2018
619080,"2229EW 19 8    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,111500,0,206300,610 MAIN ST. N.W.,Land    R - Residential,,2018
619090,"2229EW 19 9    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,135100,0,229900,608 MAIN ST. N.W.,Land    R - Residential,,2018
619100,"2229EW 19 10    SE-12-20-3-5    6,360 Sq. Feet",T,2,Residential,I  Individual,96200,172400,0,268600,606 MAIN ST. N.W.,Land    R - Residential,,2018
619110,"2229EW 19 11    SE-12-20-3-5    4,800 Sq. Feet",T,2,Residential,I  Individual,80300,93300,0,173600,604 MAIN ST. N.W.,Land    R - Residential,,2018
619120,"2229EW 19 12    SE-12-20-3-5    6,000 Sq. Feet",T,2,Residential,I  Individual,94800,159900,0,254700,602 Main Street NW,Land    R - Residential,,2018
620010,"8211156 21 1,2    SE-12-20-3-5    8,800 Sq. Feet",T,2,Residential,I  Individual,105400,229400,0,334800,618 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620030,"8211156 21 3    SE-12-20-3-5    7,820 Sq. Feet",T,2,Residential,I  Individual,101700,209700,0,311400,614 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620040,"8211156 21 4    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,90600,213700,0,304300,612 Anderson Crescent NW,Land    R - Residential,,2018
620050,"8211156 21 5    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,75500,296500,0,372000,610 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620060,"8211156 21 6    SE-12-20-3-5    4,580 Sq. Feet",T,2,Residential,I  Individual,77600,265100,0,342700,608 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620070,"8211156 21 7    SE-12-20-3-5    7,326 Sq. Feet",T,2,Residential,I  Individual,114800,223800,0,338600,611 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620080,"8211156 21 8MR    SE-12-20-3-5    39,640 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,147200,0,0,147200,609 ANDERSON CRESCENT NW,Land    NR - Non Residential,,2018
620090,"8211156 21 9    SE-12-20-3-5    5,940 Sq. Feet",T,2,Residential,I  Individual,94100,123500,0,217600,607 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620100,"8211156 21 10    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,77900,179300,0,257200,605 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620110,"8211156 21 11    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,75500,201000,0,276500,603 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620120,"8211156 21 12    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,75500,177200,0,252700,513 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620130,"8211156 21 13    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,75500,183400,0,258900,511 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620140,"8211156 21 14    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,75500,232200,0,307700,509 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620150,"8211156 21 15    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,75500,206100,0,281600,507 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620160,"8211156 21 16    SE-12-20-3-5    4,400 Sq. Feet",T,2,Residential,I  Individual,75500,230000,0,305500,505 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620170,"8211156 21 17    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,77900,195700,0,273600,503 ANDERSON CRES. N.W.,Land    R - Residential,,2018
620180,"8211156 21 E18    SE-12-20-3-5    18,936 Sq. Feet",T,2,Residential,I  Individual,127300,693000,0,820300,124 EDWARD AVE. N.W.,Land    R - Residential,,2018
620190,"8211156 21 W18    SE-12-20-3-5    14,417 Sq. Feet",T,1,Residential Vacant,I  Individual,114900,0,0,114900,150 EDWARD AVE. N.W.,Land    R - Residential,,2018
620200,8211156 21 19    SE-12-20-3-5    1.30 Acres,T,1,Residential Vacant,I  Individual,166800,0,0,166800,515 MORRISON ST. N.W.,Land    R - Residential,,2018
621000,"8211156 22 1    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,76700,194800,0,271500,606 ANDERSON CRESCENT N.W.,Land    R - Residential,,2018
621010,"8211156 22 2    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,76700,192300,0,269000,604 ANDERSON CRES. N.W.,Land    R - Residential,,2018
621020,"8211156 22 3    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,76700,199200,0,275900,602 ANDERSON CRES. N.W.,Land    R - Residential,,2018
621040,"8211156 22 4,5    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,106200,272000,0,378200,510 ANDERSON CRES. N.W.,Land    R - Residential,,2018
621050,"8211156 22 6,7    SE-12-20-3-5    9,000 Sq. Feet",T,2,Residential,I  Individual,106200,245100,0,351300,508 ANDERSON CRES. N.W.,Land    R - Residential,,2018
621070,"8211156 22 8    SE-12-20-3-5    4,500 Sq. Feet",T,2,Residential,I  Individual,76700,219000,0,295700,504 ANDERSON CRES. N.W.,Land    R - Residential,,2018
621080,"8211156 22 9    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,77900,225700,0,303600,502 ANDERSON CRES. N.W.,Land    R - Residential,,2018
621090,"8211156 22 10    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,77900,187500,0,265400,202 Edward Avenue NW,Land    R - Residential,,2018
621100,"8211156 22 11    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,77900,179700,0,257600,204 Edward Avenue NW,Land    R - Residential,,2018
621110,"8211156 22 12    SE-12-20-3-5    4,600 Sq. Feet",T,2,Residential,I  Individual,77900,183600,0,261500,206 Edward Avenue NW,Land    R - Residential,,2018
621120,"8211156 22 13    SE-12-20-3-5    4,840 Sq. Feet",T,2,Residential,I  Individual,80800,200800,0,281600,509 ARCHIBALD WAY N.W.,Land    R - Residential,,2018
621130,"8211156 22 14    SE-12-20-3-5    5,810 Sq. Feet",T,2,Residential,I  Individual,92500,171100,0,263600,511 ARCHIBALD WAY N.W.,Land    R - Residential,,2018
621140,"8211156 22 15    SE-12-20-3-5    5,490 Sq. Feet",T,2,Residential,I  Individual,88600,234500,0,323100,513 ARCHIBALD WAY N.W.,Land    R - Residential,,2018
621150,"8211156 22 16    SE-12-20-3-5    5,270 Sq. Feet",T,2,Residential,I  Individual,86000,196600,0,282600,601 ARCHIBALD WAY N.W.,Land    R - Residential,,2018
621160,"8211156 22 17,18    SE-12-20-3-5    8,960 Sq. Feet",T,2,Residential,I  Individual,106000,285900,0,391900,603 ARCHIBALD WAY N.W.,Land    R - Residential,,2018
621300,8110560 20 6    SE-12-20-3-5    2.45 Acres,T,2,Residential,I  Individual,224500,289500,0,514000,115 DUNHAM LANE N.W.,Land    R - Residential,,2018
621400,8110560 20 7    SE-12-20-3-5    1.84 Acres,E,13,Municipal Resale & Leases,M  Municipal,193800,0,0,193800,211 DUNHAM LANE,Land    R - Residential,,2018
622000,582JK 22     SE-12-20-3-5    5.38 Acres,T,1,Residential Vacant,I  Individual,372000,0,0,372000,217 DUNHAM LANE N.W.,Land    R - Residential,,2018
622005,"0911530 32 3    SE-12-20-3-5    5,450 Sq. Feet",T,2,Residential,I  Individual,104300,371900,0,476200,620 ANDERSON CRESCENT NW,Land    R - Residential,,2018
622010,"0911530 32 2    SE-12-20-3-5    5,735 Sq. Feet",T,2,Residential,I  Individual,108100,359400,0,467500,622 ANDERSON CRESCENT NW,Land    R - Residential,,2018
622015,"0911530 32 1    SE-12-20-3-5    7,113 Sq. Feet",T,2,Residential,I  Individual,116500,311400,0,427900,624 ANDERSON CRESCENT NW,Land    R - Residential,,2018
622100,9511442 22 1    SE-12-20-3-5    3.42 Acres,T,1,Residential Vacant,I  Individual,273300,0,0,273300,600 ANDERSON CRESCENT N.W.,Land    R - Residential,,2018
622190,"9811867 22 19    SE-12-20-3-5    5,066 Sq. Feet",T,2,Residential,I  Individual,83500,227500,0,311000,208 EDWARD AVENUE NW,Land    R - Residential,,2018
622200,"9811867 22 20    SE-12-20-3-5    5,066 Sq. Feet",T,2,Residential,I  Individual,83500,199300,0,282800,210 EDWARD AVENUE NW,Land    R - Residential,,2018
622210,"9811867 22 21    SE-12-20-3-5    5,066 Sq. Feet",T,2,Residential,I  Individual,83500,193800,0,277300,212 EDWARD AVENUE N.W.,Land    R - Residential,,2018
622220,"9811867 22 22    SE-12-20-3-5    7,649 Sq. Feet",T,1,Residential Vacant,I  Individual,101100,0,0,101100,510 ARCHIBALD WAY NW,Land    R - Residential,,2018
622230,"9811867 22 23    SE-12-20-3-5    6,892 Sq. Feet",T,2,Residential,I  Individual,98200,283100,0,381300,512 ARCHIBALD WAY NW,Land    R - Residential,,2018
622240,"9811867 22 24    SE-12-20-3-5    5,714 Sq. Feet",T,2,Residential,I  Individual,91400,225500,0,316900,600 ARCHIBALD WAY NW,Land    R - Residential,,2018
622250,"9811867 22 25    SE-12-20-3-5    5,774 Sq. Feet",T,2,Residential,I  Individual,92100,195000,0,287100,602 ARCHIBALD WAY NW,Land    R - Residential,,2018
622260,"9811867 22 26    SE-12-20-3-5    6,237 Sq. Feet",T,2,Residential,I  Individual,95700,272500,0,368200,604 ARCHIBALD WAY NW,Land    R - Residential,,2018
622270,"0714405 1 2    SE-12-20-3-5    5,077 Sq. Feet",T,2,Residential,I  Individual,90300,344600,0,434900,214 Edward Avenue N.W.,Land    R - Residential,,2018
622280,"0714405 1 1    SE-12-20-3-5    5,160 Sq. Feet",T,2,Residential,I  Individual,91300,340100,0,431400,216 Edward Avenue N.W.,Land    R - Residential,,2018
622290,"0714405 2 5    SE-12-20-3-5    5,360 Sq. Feet",T,2,Residential,I  Individual,93700,133200,0,226900,218 Edward Avenue N.W.,Land    R - Residential,,2018
622300,"0714405 2 4    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,93600,284500,0,378100,220 Edward Avenue N.W.,Land    R - Residential,,2018
622310,"0714405 2 3    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,93600,276900,0,370500,222 Edward Avenue N.W.,Land    R - Residential,,2018
622320,"0714405 2 2    SE-12-20-3-5    5,349 Sq. Feet",T,2,Residential,I  Individual,93600,268700,0,362300,224 Edward Avenue N.W.,Land    R - Residential,,2018
622330,"0714405 2 1    SE-12-20-3-5    5,362 Sq. Feet",T,2,Residential,I  Individual,93700,278400,0,372100,226 Edward Avenue N.W.,Land    R - Residential,,2018
623010,"7810261 23 W1    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,57800,113300,0,171100,224B ROYAL AVE. N.W.,Land    R - Residential,,2018
623015,"7810261 23 E1    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,57800,120000,0,177800,224A ROYAL AVE. N.W.,Land    R - Residential,,2018
623020,"7810261 23 W2    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,57800,133400,0,191200,222B ROYAL AVE. N.W.,Land    R - Residential,,2018
623025,"7810261 23 E2    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,57800,133400,0,191200,222A ROYAL AVE. N.W.,Land    R - Residential,,2018
623030,"7810261 23 W3    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,57800,139400,0,197200,220B ROYAL AVE. N.W.,Land    R - Residential,,2018
623035,"7810261 23 E3    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,57800,127000,0,184800,220A ROYAL AVE. NW,Land    R - Residential,,2018
623040,"7810261 23 4    SE-12-20-3-5    6,380 Sq. Feet",T,2,Residential,I  Individual,96200,210100,0,306300,218 ROYAL AVE. N.W.,Land    R - Residential,,2018
623050,"7810261 23 W5    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,57800,137000,0,194800,216B ROYAL AVE. N.W.,Land    R - Residential,,2018
623055,"7810261 23 E5    SE-12-20-3-5    3,190 Sq. Feet",T,2,Residential,I  Individual,57800,111500,0,169300,216A ROYAL AVE. N.W.,Land    R - Residential,,2018
623060,"7810261 23 6    SE-12-20-3-5    6,380 Sq. Feet",T,2,Residential,I  Individual,96200,212700,0,308900,214 ROYAL AVE. N.W.,Land    R - Residential,,2018
623070,7810261 23 7    SE-12-20-3-5    1.24 Acres,T,2,Residential,I  Individual,192800,645300,0,838100,240 EDWARD AVE. N.W.,Land    R - Residential,,2018
623180,"0012787 24 18    SE-12-20-3-5    6,652 Sq. Feet",T,2,Residential,I  Individual,104100,213600,0,317700,301 EDWARD AVENUE NW,Land    R - Residential,,2018
623190,"0012787 24 19    SE-12-20-3-5    6,348 Sq. Feet",T,2,Residential,I  Individual,102900,184600,0,287500,303 EDWARD AVENUE NORTH W,Land    R - Residential,,2018
623200,"0012787 24 20    SE-12-20-3-5    6,135 Sq. Feet",T,2,Residential,I  Individual,102000,207500,0,309500,305 EDWARD AVENUE NORTH W,Land    R - Residential,,2018
623210,"0012787 24 21    SE-12-20-3-5    6,068 Sq. Feet",T,2,Residential,I  Individual,101700,237100,0,338800,307 EDWARD AVENUE N.W.,Land    R - Residential,,2018
623220,"0210242 24 33    SE-12-20-3-5    6,030 Sq. Feet",T,2,Residential,I  Individual,101600,187900,0,289500,309 EDWARD AVENUE N.W.,Land    R - Residential,,2018
623230,"0210242 24 32    SE-12-20-3-5    5,920 Sq. Feet",T,2,Residential,I  Individual,100500,212900,0,313400,311 EDWARD AVENUE N.W.,Land    R - Residential,,2018
623240,"0012787 24 24    SE-12-20-3-5    5,084 Sq. Feet",T,2,Residential,I  Individual,90300,194000,0,284300,313 EDWARD AVENUE NORTH W,Land    R - Residential,,2018
623250,"0012787 24 25    SE-12-20-3-5    5,084 Sq. Feet",T,2,Residential,I  Individual,90300,217000,0,307300,315 EDWARD AVENUE NORTH W,Land    R - Residential,,2018
623260,"0210242 24 31    SE-12-20-3-5    6,900 Sq. Feet",T,2,Residential,I  Individual,105100,272300,0,377400,317 EDWARD AVENUE NW,Land    R - Residential,,2018
623270,0012787 24 27MR    SE-12-20-3-5    862 Sq. Feet,E,10,Municipal Public Lands-Exempt,M  Municipal,12500,0,0,12500,EDWARD AVENUE NORTH WEST,Land    NR - Non Residential,,2018
623280,"0012787 24 28MR    SE-12-20-3-5    13,939 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,98600,0,0,98600,319 EDWARD AVENUE NORTH W,Land    NR - Non Residential,,2018
623290,"0012787 24 29ER    SE-12-20-3-5    13,068 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,97600,0,0,97600,321 EDWARD AVENUE NORTH W,Land    NR - Non Residential,,2018
623300,"0012787 24 30MR    SE-12-20-3-5    12,632 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,103100,0,0,103100,323 EDWARD AVENUE NORTH W,Land    NR - Non Residential,,2018
623310,"0012787 26 1    SE-12-20-3-5    6,738 Sq. Feet",T,2,Residential,I  Individual,104400,264800,0,369200,302 EDWARD CLOSE NW,Land    R - Residential,,2018
623320,"0012787 26 2    SE-12-20-3-5    5,442 Sq. Feet",T,2,Residential,I  Individual,94700,200900,0,295600,304 EDWARD CLOSE NW,Land    R - Residential,,2018
623330,"0012787 26 3    SE-12-20-3-5    8,887 Sq. Feet",T,2,Residential,I  Individual,113000,252300,0,365300,306 EDWARD CLOSE NW,Land    R - Residential,,2018
623340,"0012787 26 4    SE-12-20-3-5    8,922 Sq. Feet",T,2,Residential,I  Individual,113100,264000,0,377100,308 EDWARD CLOSE N.W.,Land    R - Residential,,2018
623350,"0012787 26 5    SE-12-20-3-5    6,041 Sq. Feet",T,2,Residential,I  Individual,101600,248600,0,350200,310 EDWARD CLOSE NW,Land    R - Residential,,2018
623360,"0012787 26 6    SE-12-20-3-5    5,322 Sq. Feet",T,2,Residential,I  Individual,93200,239700,0,332900,312 EDWARD CLOSE NW,Land    R - Residential,,2018
623370,"0012787 26 7    SE-12-20-3-5    5,737 Sq. Feet",T,2,Residential,I  Individual,98300,291400,0,389700,314 EDWARD CLOSE NW,Land    R - Residential,,2018
623380,"0012787 26 8    SE-12-20-3-5    5,999 Sq. Feet",T,2,Residential,I  Individual,101400,232700,0,334100,316 EDWARD CLOSE NW,Land    R - Residential,,2018
623390,"0012787 26 9    SE-12-20-3-5    6,184 Sq. Feet",T,2,Residential,I  Individual,102200,246400,0,348600,318 EDWARD CLOSE NW,Land    R - Residential,,2018
623400,"0012787 26 10MR    SE-12-20-3-5    14,375 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,111500,0,0,111500,320 EDWARD AVENUE NORTH W,Land    NR - Non Residential,,2018
623410,"0012787 26 11ER    SE-12-20-3-5    27,878 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,106400,0,0,106400,322 EDWARD AVENUE NORTH W,Land    NR - Non Residential,,2018
623420,0012787 26 12MR    SE-12-20-3-5    1.51 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,136600,0,0,136600,324 EDWARD AVENUE NORTH W,Land    NR - Non Residential,,2018
623430,"0412056 29 21    SE-12-20-3-5    5,650 Sq. Feet",T,2,Residential,I  Individual,97200,243000,0,340200,501 COUNTRY MEADOWS WAY,Land    R - Residential,,2018
623440,"0412056 29 20    SE-12-20-3-5    7,323 Sq. Feet",T,2,Residential,I  Individual,106700,294800,0,401500,503 COUNTRY MEADOWS WAY,Land    R - Residential,,2018
623450,"0412056 29 19    SE-12-20-3-5    7,087 Sq. Feet",T,2,Residential,I  Individual,105800,343900,0,449700,505 COUNTRY MEADOWS WAY,Land    R - Residential,,2018
623460,"0714385 29 18    SE-12-20-3-5    4,950 Sq. Feet",T,2,Residential,I  Individual,88700,302000,0,390700,507 Country Meadows Way N.W.,Land    R - Residential,,2018
