Roll Number,Legal Address,Tax/Exempt,Prop Type Code,Prop Type,Payer Type,Land Value,Impr. Value,Other Value,Total Value,Street Address,Prop Subtype,Description,Tax Year
900105,"6095EB  PT10    NW-1-20-3-5    3,130 Sq. Feet",T,2,Residential,I  Individual,59100,130600,0,189700,519B SUNSET BLVD. S.W.,Land    R - Residential,,2018
900110,"6095EB  11    NW-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,95700,74500,0,170200,521 SUNSET BLVD. S.W.,Land    R - Residential,,2018
900120,"6095EB  12    NW-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,95700,159000,0,254700,523 SUNSET BLVD. S.W.,Land    R - Residential,,2018
900130,"6095EB  13    NW-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,95700,183700,0,279400,525 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000010,"7211DR  1-3    NE-1-20-3-5    7,810 Sq. Feet",T,3,Commercial,I  Individual,71100,462600,0,533700,101 SUNSET BLVD. S.W.,Land    NR - Non Residential,,2018
1000035,"7211DR  3-6    NE-1-20-3-5    10,940 Sq. Feet",T,3,Commercial,I  Individual,82000,83900,0,165900,105 SUNSET BLVD. S.W.,Land    NR - Non Residential,,2018
1000080,"7211DR  7-9    NE-1-20-3-5    9,375 Sq. Feet",T,3,Commercial,I  Individual,83900,547500,0,631400,113 SUNSET BLVD. S.W.,Land    NR - Non Residential,,2018
1000100,"7211DR  10-12    NE-1-20-3-5    9,380 Sq. Feet",T,3,Commercial,I  Individual,77900,161000,0,238900,117 SUNSET BLVD. S.W.,Land    NR - Non Residential,,2018
1000130,"7211DR  13,14    NE-1-20-3-5    6,250 Sq. Feet",T,3,Commercial,I  Individual,64000,210400,0,274400,123 SUNSET BLVD. S.W.,Land    NR - Non Residential,,2018
1000150,"7211DR  15-20    NE-1-20-3-5    28,135 Sq. Feet",E,11,Institutional,I  Individual,142400,564500,0,706900,133 SUNSET BLVD. S.W.,Land    NR - Non Residential,,2018
1000210,"7211DR  21    NE-1-20-3-5    3,130 Sq. Feet",T,2,Residential,I  Individual,46600,69600,0,116200,139 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000220,"7211DR  22    NE-1-20-3-5    4,630 Sq. Feet",T,2,Residential,I  Individual,71000,103300,0,174300,141 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000300,954GV 2 1    NE-1-20-3-5    6.92 Acres,T,2,Residential,I  Individual,229000,177800,0,406800,206 MAIN ST. S.W.,Land    R - Residential,,2018
1000300,954GV 2 1    NE-1-20-3-5    6.92 Acres,T,7,Farmland,I  Individual,600,0,0,600,206 MAIN ST. S.W.,Land    F - Farmland,,2018
1000300,206 MAIN ST. S.W.,,,,I  Individual,229600,177800,0,407400,Land    R - Residential,,,2018
1000400,"954GV 2 2    NE-1-20-3-5    26,005 Sq. Feet",E,11,Institutional,I  Individual,119100,113000,0,232100,200 MAIN ST. S.W.,Land    NR - Non Residential,,2018
1000450,"954GV 2 3    NE-1-20-3-5    8,060 Sq. Feet",E,11,Institutional,I  Individual,93100,0,0,93100,208 MAIN ST. S.W.,Land    NR - Non Residential,,2018
1000460,"954GV 2 4    NE-1-20-3-5    13,500 Sq. Feet",T,2,Residential,I  Individual,66500,135700,0,202200,212 MAIN ST. S.W.,Land    R - Residential,,2018
1000470,"954GV 2 5    NE-1-20-3-5    28,350 Sq. Feet",T,3,Commercial,I  Individual,118900,123700,0,242600,300 MAIN ST. S.W.,Land    NR - Non Residential,,2018
1000480,"954GV 2 6    NE-1-20-3-5    9,380 Sq. Feet",T,2,Residential,I  Individual,112400,211100,0,323500,304 MAIN ST. S.W.,Land    R - Residential,,2018
1000490,"954GV 2 7    NE-1-20-3-5    11,050 Sq. Feet",T,2,Residential,I  Individual,101100,61900,0,163000,308 MAIN ST. S.W.,Land    R - Residential,,2018
1000500,"1810LK 2 8    NE-1-20-3-5    12,500 Sq. Feet",T,2,Residential,I  Individual,102900,161700,0,264600,201 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000510,"1810LK 2 9    NE-1-20-3-5    8,630 Sq. Feet",T,2,Residential,I  Individual,90400,48700,0,139100,205 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000520,"1810LK 2 10    NE-1-20-3-5    10,000 Sq. Feet",T,2,Residential,I  Individual,99800,131400,0,231200,207 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000600,"9710601 3 1    NE-1-20-3-5    23,087 Sq. Feet",T,2,Residential,I  Individual,116000,122100,0,238100,600 MAIN ST. S.W.,Land    R - Residential,,2018
1000610,"9710601 3 2    NE-1-20-3-5    23,087 Sq. Feet",T,2,Residential,I  Individual,116000,120000,0,236000,700 MAIN ST. S.W.,Land    R - Residential,,2018
1000700,"954GV 4 1    NE-1-20-3-5    7,940 Sq. Feet",T,2,Residential,I  Individual,92700,125300,0,218000,213 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000710,"954GV 4 2    NE-1-20-3-5    8,190 Sq. Feet",T,2,Residential,I  Individual,93600,103900,0,197500,215 SUNSET BLVD. S.W,Land    R - Residential,,2018
1000720,"954GV 4 3    NE-1-20-3-5    7,500 Sq. Feet",T,2,Residential,I  Individual,91200,143900,0,235100,217 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000730,"954GV 4 4    NE-1-20-3-5    7,500 Sq. Feet",T,2,Residential,I  Individual,91200,128700,0,219900,219 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000800,"7910682 5 9    NE-1-20-3-5    13,500 Sq. Feet",T,2,Residential,I  Individual,114900,173500,0,288400,319 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000830,"5184JK 5 W60'1    NE-1-20-3-5    7,388 Sq. Feet",T,2,Residential,I  Individual,100100,181500,0,281600,323 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000850,"7910682 5 10    NE-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,95700,224500,0,320200,317 SUNSET BLVD. SW,Land    R - Residential,,2018
1000860,"7910682 5 11    NE-1-20-3-5    7,690 Sq. Feet",T,2,Residential,I  Individual,101200,212600,0,313800,315 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000870,"5184JK 5 E3,4    NE-1-20-3-5    13,440 Sq. Feet",T,2,Residential,I  Individual,119400,180000,0,299400,311 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000880,"5184JK 5 W5    NE-1-20-3-5    3,440 Sq. Feet",T,2,Residential,I  Individual,63000,126500,0,189500,307B SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000890,"5184JK 5 E5    NE-1-20-3-5    3,440 Sq. Feet",T,2,Residential,I  Individual,63000,126500,0,189500,307A SUNSET BLVD. N.W.,Land    R - Residential,,2018
1000900,"5184JK 5 6    NE-1-20-3-5    8,130 Sq. Feet",T,2,Residential,I  Individual,102900,182900,0,285800,305 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000905,"1413263 5 13    NW-1-20-3-5    4,063 Sq. Feet",T,2,Residential,I  Individual,76000,181200,0,257200,303B Sunset Blvd. S.W.,Land    R - Residential,,2018
1000910,"1413263 5 12    NE-1-20-3-5    4,063 Sq. Feet",T,2,Residential,I  Individual,76000,195900,0,271900,303A SUNSET BLVD. S.W.,Land    R - Residential,,2018
1000920,"5184JK 5 8    NE-1-20-3-5    8,130 Sq. Feet",T,2,Residential,I  Individual,102900,186400,0,289300,301 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001000,"954GV 6 1    NE-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,95700,191600,0,287300,401 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001010,"954GV 6 E80'2    NE-1-20-3-5    10,000 Sq. Feet",T,2,Residential,I  Individual,110000,177500,0,287500,403 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001020,"954GV 6 2    NE-1-20-3-5    8,750 Sq. Feet",T,2,Residential,I  Individual,105200,194800,0,300000,405 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001030,"0411894 6 17    NE-1-20-3-5    4,989 Sq. Feet",T,2,Residential,I  Individual,82600,151000,0,233600,407A SUNSET BOULEVARD S.W.,Land    R - Residential,,2018
1001035,"0411894 6 18    NE-1-20-3-5    4,985 Sq. Feet",T,2,Residential,I  Individual,82500,158400,0,240900,407B SUNSET BOULEVARD S.W.,Land    R - Residential,,2018
1001040,"0411894 6 19    NE-1-20-3-5    8,725 Sq. Feet",T,2,Residential,I  Individual,105200,204100,0,309300,409 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001050,"8210332 6 A    NE-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,95700,156800,0,252500,411 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001060,"8210332 6 B    NE-1-20-3-5    6,250 Sq. Feet",T,2,Residential,I  Individual,95700,172100,0,267800,413 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001070,"8210332 6 C    NE-1-20-3-5    11,000 Sq. Feet",T,2,Residential,I  Individual,111400,191600,0,303000,415 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001080,"8210332 6 C    NE-1-20-3-5    10,310 Sq. Feet",T,2,Residential,I  Individual,114900,201700,0,316600,105 JOHN ST. S.W.,Land    R - Residential,,2018
1001100,"5662GA D PARCEL    NE-1-20-3-5    8,750 Sq. Feet",T,2,Residential,I  Individual,95500,107900,0,203400,209 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001110,"5662GA PT.D PARCEL    NE-1-20-3-5    10,000 Sq. Feet",T,2,Residential,I  Individual,99800,117700,0,217500,211 SUNSET BLVD. S.W.,Land    R - Residential,,2018
1001200,NE-1-20-3-5                     5.37 Acres,T,2,Residential,I  Individual,241400,182500,0,423900,791 OKALTA RD. S.W.,Land    R - Residential,,2018
1001300,1112685 3 44ER    NE-1-20-3-5    2.42 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,259200,0,0,259200,610 Robert Street SW,Land    NR - Non Residential,,2018
1001400,1311726 1 1    NE-1-20-3-5    39.21 Acres,T,1,Residential Vacant,I  Individual,933600,0,0,933600,460 MAIN ST. S.W.,Land    R - Residential,,2018
1001410,"0811870 1 1    NE-1-20-3-5    5,418 Sq. Feet",T,2,Residential,I  Individual,94400,303400,0,397800,230 REGENT ROAD SW,Land    R - Residential,,2018
1001420,"0811870 1 2    NE-1-20-3-5    4,939 Sq. Feet",T,2,Residential,I  Individual,88600,282300,0,370900,228 REGENT ROAD SW,Land    R - Residential,,2018
1001430,"0811870 1 3    NE-1-20-3-5    4,939 Sq. Feet",T,2,Residential,I  Individual,88600,328600,0,417200,226 REGENT ROAD SW,Land    R - Residential,,2018
1001440,"0811870 1 4    NE-1-20-3-5    4,939 Sq. Feet",T,2,Residential,I  Individual,88600,300700,0,389300,224 REGENT ROAD SW,Land    R - Residential,,2018
1001450,"0811870 1 5    NE-1-20-3-5    4,922 Sq. Feet",T,2,Residential,I  Individual,88400,249100,0,337500,222 REGENT ROAD SW,Land    R - Residential,,2018
1001460,"0811870 1 6    NE-1-20-3-5    5,329 Sq. Feet",T,2,Residential,I  Individual,93300,255800,0,349100,220 REGENT ROAD SW,Land    R - Residential,,2018
1001470,"0811870 1 7    NE-1-20-3-5    7,942 Sq. Feet",T,2,Residential,I  Individual,109200,280300,0,389500,218 REGENT ROAD SW,Land    R - Residential,,2018
1001480,"0811870 1 8    NE-1-20-3-5    9,800 Sq. Feet",T,2,Residential,I  Individual,122500,384600,0,507100,216 REGENT ROAD SW,Land    R - Residential,,2018
1001490,"0811870 1 9    NE-1-20-3-5    4,895 Sq. Feet",T,2,Residential,I  Individual,88000,329100,0,417100,215 REGENT ROAD SW,Land    R - Residential,,2018
1001500,"0811870 1 10    NE-1-20-3-5    4,896 Sq. Feet",T,2,Residential,I  Individual,88100,247000,0,335100,213 REGENT ROAD SW,Land    R - Residential,,2018
1001510,"0811870 1 11    NE-1-20-3-5    5,058 Sq. Feet",T,2,Residential,I  Individual,90000,312700,0,402700,211 REGENT ROAD SW,Land    R - Residential,,2018
1001520,"0811870 1 12    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,270000,0,367300,209 REGENT ROAD SW,Land    R - Residential,,2018
1001530,"0811870 1 13    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,290200,0,387500,207 REGENT ROAD SW,Land    R - Residential,,2018
1001540,"0811870 1 14    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,258600,0,355900,205 REGENT ROAD SW,Land    R - Residential,,2018
1001550,"0811870 1 15    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,276400,0,373700,203 REGENT ROAD SW,Land    R - Residential,,2018
1001560,"0811870 1 16    NE-1-20-3-5    6,300 Sq. Feet",T,2,Residential,I  Individual,102700,273300,0,376000,201 REGENT ROAD SW,Land    R - Residential,,2018
1001570,"0811870 4 10    NE-1-20-3-5    8,450 Sq. Feet",T,2,Residential,I  Individual,111200,334500,0,445700,202 REGENT ROAD SW,Land    R - Residential,,2018
1001580,"0811870 4 11    NE-1-20-3-5    6,442 Sq. Feet",T,2,Residential,I  Individual,103200,419300,0,522500,204 REGENT ROAD SW,Land    R - Residential,,2018
1001590,"0811870 4 12    NE-1-20-3-5    6,410 Sq. Feet",T,2,Residential,I  Individual,103100,255700,0,358800,206 REGENT ROAD SW,Land    R - Residential,,2018
1001600,"0811870 4 13    NE-1-20-3-5    6,410 Sq. Feet",T,2,Residential,I  Individual,103100,241100,0,344200,208 REGENT ROAD SW,Land    R - Residential,,2018
1001610,"0811870 4 14    NE-1-20-3-5    6,410 Sq. Feet",T,2,Residential,I  Individual,103100,262700,0,365800,210 REGENT ROAD SW,Land    R - Residential,,2018
1001620,"0811870 4 15    NE-1-20-3-5    6,410 Sq. Feet",T,2,Residential,I  Individual,103100,308400,0,411500,212 REGENT ROAD SW,Land    R - Residential,,2018
1001630,"0811870 4 16    NE-1-20-3-5    6,880 Sq. Feet",T,2,Residential,I  Individual,105000,300200,0,405200,214 REGENT ROAD SW,Land    R - Residential,,2018
1001640,"0811870 4 1    NE-1-20-3-5    6,158 Sq. Feet",T,2,Residential,I  Individual,102100,326400,0,428500,201 GEORGE STREET SW,Land    R - Residential,,2018
1001650,"0811870 4 2    NE-1-20-3-5    5,685 Sq. Feet",T,2,Residential,I  Individual,97600,280300,0,377900,203 GEORGE STREET SW,Land    R - Residential,,2018
1001660,"0811870 4 3    NE-1-20-3-5    5,685 Sq. Feet",T,2,Residential,I  Individual,97600,240000,0,337600,205 GEORGE STREET SW,Land    R - Residential,,2018
1001670,"0811870 4 4    NE-1-20-3-5    5,685 Sq. Feet",T,2,Residential,I  Individual,97600,215800,0,313400,207 GEORGE STREET SW,Land    R - Residential,,2018
1001680,"0811870 4 5    NE-1-20-3-5    5,685 Sq. Feet",T,2,Residential,I  Individual,97600,249800,0,347400,209 GEORGE STREET SW,Land    R - Residential,,2018
1001690,"0811870 4 6    NE-1-20-3-5    5,447 Sq. Feet",T,2,Residential,I  Individual,94700,221700,0,316400,211 GEORGE STREET SW,Land    R - Residential,,2018
1001700,"0811870 4 7    NE-1-20-2-5    4,586 Sq. Feet",T,2,Residential,I  Individual,84300,291600,0,375900,213 GEORGE STREET SW,Land    R - Residential,,2018
1001710,"0811870 4 8    NE-1-20-3-5    5,703 Sq. Feet",T,2,Residential,I  Individual,97900,247700,0,345600,215 GOERGE STREET SW,Land    R - Residential,,2018
1001720,"0811870 4 9    NE-1-20-3-5    6,781 Sq. Feet",T,2,Residential,I  Individual,104600,373200,0,477800,217 GEORGE STREET SW,Land    R - Residential,,2018
1001730,0811870 3 16    NE-1-20-3-5    1.87 Acres,T,1,Residential Vacant,I  Individual,177600,0,0,177600,302 GEORGE STREET SW,Land    R - Residential,,2018
1001740,"0811870 3 1    NE-1-20-3-5    5,843 Sq. Feet",T,2,Residential,I  Individual,99500,248000,0,347500,301 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001750,"0811870 3 2    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,290800,0,388100,303 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001760,"0811870 3 3    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,308300,0,405600,305 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001770,"0811870 3 4    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,245000,0,342300,307 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001780,"0811870 3 5    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,233500,0,330800,309 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001790,"0811870 3 6    NE-1-20-3-5    5,660 Sq. Feet",T,2,Residential,I  Individual,97300,261500,0,358800,311 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001800,"0811870 3 7    NE-1-20-3-5    5,880 Sq. Feet",T,2,Residential,I  Individual,100000,241000,0,341000,313 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001810,"0811870 2 1    NE-1-20-3-5    7,415 Sq. Feet",T,2,Residential,I  Individual,107100,309700,0,416800,302 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001820,"0811870 2 2    NE-1-20-3-5    6,306 Sq. Feet",T,2,Residential,I  Individual,102700,305500,0,408200,304 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001830,"0811870 2 3    NE-1-20-3-5    5,192 Sq. Feet",T,2,Residential,I  Individual,91700,314300,0,406000,306 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001840,"0811870 2 4    NE-1-20-3-5    5,192 Sq. Feet",T,2,Residential,I  Individual,91700,272200,0,363900,308 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001850,"0811870 2 5    NE-1-20-3-5    5,192 Sq. Feet",T,2,Residential,I  Individual,91700,315700,0,407400,310 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001860,"0811870 2 6    NE-1-20-3-5    5,192 Sq. Feet",T,2,Residential,I  Individual,91700,258500,0,350200,312 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001870,"0811870 2 7    NE-1-20-3-5    4,896 Sq. Feet",T,2,Residential,I  Individual,88100,262100,0,350200,314 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001875,"0814709 2 8    NE-1-20-3-5    5,209 Sq. Feet",T,2,Residential,I  Individual,91900,285700,0,377600,316 McLeod Crescent SW,Land    R - Residential,,2018
1001880,"0811870 3 8    NE-1-20-3-5    5,471 Sq. Feet",T,2,Residential,I  Individual,95000,253500,0,348500,317 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001890,"0811870 3 9    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,94600,244100,0,338700,319 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001900,"0811870 3 10    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,94600,290800,0,385400,321 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001910,"0811870 3 11    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,94600,227200,0,321800,323 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001920,"0811870 3 12    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,94600,271000,0,365600,325 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001930,"0811870 3 13    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,94600,285300,0,379900,327 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001940,"0811870 3 14    NE-1-20-3-5    5,432 Sq. Feet",T,2,Residential,I  Individual,94600,281300,0,375900,329 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001950,"0811870 3 15    NE-1-20-3-5    6,048 Sq. Feet",T,2,Residential,I  Individual,101700,352500,0,454200,331 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001960,"0814709 2 19    NE-1-20-3-5    3,493 Sq. Feet",T,2,Residential,I  Individual,70400,210100,0,280500,330A McLeod Crescent SW,Land    R - Residential,,2018
1001965,"0814709 2 20    NE-1-20-3-5    3,493 Sq. Feet",T,2,Residential,I  Individual,70400,193100,0,263500,330B McLeod Crescent SW,Land    R - Residential,,2018
1001970,"0910014 2 25    NE-1-20-3-5    5,650 Sq. Feet",T,1,Residential Vacant,I  Individual,97200,0,0,97200,333 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001980,"0910014 2 26    NE-1-20-3-5    6,357 Sq. Feet",T,2,Residential,I  Individual,102900,242700,0,345600,335 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1001990,"0910014 2 27    NE-1-20-3-5    6,212 Sq. Feet",T,1,Residential Vacant,I  Individual,102300,0,0,102300,337 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1002000,"0910014 2 28    NE-1-20-3-5    6,322 Sq. Feet",T,2,Residential,I  Individual,102800,264100,0,366900,339 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1002020,"0910014 2 29PUL    NE-1-20-3-5    17,642 Sq. Feet",E,10,Municipal Public Lands-Exempt,M  Municipal,128600,0,0,128600,343 MCLEOD CRESCENT SW,Land    NR - Non Residential,,2018
1002040,"0910014 2 30    NE-1-20-3-5    7,069 Sq. Feet",T,2,Residential,I  Individual,105700,317300,0,423000,347 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1002050,"0910014 2 31    NE-1-20-3-5    7,280 Sq. Feet",T,2,Residential,I  Individual,106600,284700,0,391300,349 MCLEOD CRESCENT SW,Land    R - Residential,,2018
1002060,"1013499 2 38    NE-1-20-3-5    3,494 Sq. Feet",T,2,Residential,I  Individual,70500,160500,0,231000,410 McLeod Crescent SW,Land    R - Residential,,2018
1002070,"1013499 2 37    NE-1-20-3-5    3,494 Sq. Feet",T,2,Residential,I  Individual,70500,160500,0,231000,420 McLeod Crescent SW,Land    R - Residential,,2018
1002080,"1013499 2 36    NE-1-20-3-5    3,494 Sq. Feet",T,2,Residential,I  Individual,70500,166000,0,236500,430 McLeod Crescent SW,Land    R - Residential,,2018
1002090,"1013499 2 35    NE-1-20-3-5    3,494 Sq. Feet",T,2,Residential,I  Individual,70500,166000,0,236500,440 McLeod Crescent SW,Land    R - Residential,,2018
1003000,"1013499 2 34    NE-1-20-3-5    3,461 Sq. Feet",T,2,Residential,I  Individual,69700,169900,0,239600,450 McLeod Crescent SW,Land    R - Residential,,2018
1003010,"1013499 2 33    NE-1-20-3-5    3,357 Sq. Feet",T,2,Residential,I  Individual,67500,169900,0,237400,460 McLeod Crescent SW,Land    R - Residential,,2018
1003020,"1013499 2 32    NE-1-20-3-5    4,856 Sq. Feet",T,2,Residential,I  Individual,87600,195200,0,282800,470 McLeod Crescent SW,Land    R - Residential,,2018
1006000,1311726 1 1    NE-1-20-3-5    27.18 Acres,E,10,Municipal Public Lands-Exempt,M  Municipal,367300,0,0,367300,800 Oakalta Road S.W.,Land    NR - Non Residential,,2018
1006010,"7910635 1 N1    NE-1-20-3-5    4,020 Sq. Feet",T,2,Residential,I  Individual,85300,140700,0,226000,201 JOHN ST. S.W.,Land    R - Residential,,2018
1006015,"7910635 1 S1    NE-1-20-3-5    4,020 Sq. Feet",T,2,Residential,I  Individual,85300,121500,0,206800,203 JOHN ST. S.W.,Land    R - Residential,,2018
1006020,"7910635 1 N2    NE-1-20-3-5    3,575 Sq. Feet",T,2,Residential,I  Individual,74800,155900,0,230700,205 JOHN ST. S.W.,Land    R - Residential,,2018
1006025,"7910635 1 S2    NE-1-20-3-5    3,575 Sq. Feet",T,2,Residential,I  Individual,74800,136000,0,210800,207 JOHN ST. S.W.,Land    R - Residential,,2018
1006030,"7910635 1 S3    NE-1-20-3-5    3,580 Sq. Feet",T,2,Residential,I  Individual,74900,127200,0,202100,211 JOHN ST. S.W.,Land    R - Residential,,2018
1006035,"7910635 1 3    NE-1-20-3-5    3,580 Sq. Feet",T,2,Residential,I  Individual,74900,130700,0,205600,209 JOHN ST. S.W.,Land    R - Residential,,2018
1006040,"0412155 1 4A    NE-1-20-3-5    3,575 Sq. Feet",T,2,Residential,I  Individual,74800,150800,0,225600,213 JOHN STREET S.W.,Land    R - Residential,,2018
1006045,"0412155 1 4B    NE-1-20-3-5    3,575 Sq. Feet",T,2,Residential,I  Individual,74800,160400,0,235200,215 JOHN STREET S.W.,Land    R - Residential,,2018
1006050,"7910635 1 N5    NE-1-20-3-5    3,580 Sq. Feet",T,2,Residential,I  Individual,74900,128100,0,203000,217 JOHN ST. S.W.,Land    R - Residential,,2018
1006055,"7910635 1 S5    NE-1-20-3-5    3,580 Sq. Feet",T,2,Residential,I  Individual,74900,138000,0,212900,219 JOHN ST. SW,Land    R - Residential,,2018
1006060,"7910635 1 6    NE-1-20-3-5    7,150 Sq. Feet",T,2,Residential,I  Individual,99200,220600,0,319800,221 JOHN ST. S.W.,Land    R - Residential,,2018
1006070,"7910635 1 7    NE-1-20-3-5    7,210 Sq. Feet",T,2,Residential,I  Individual,99400,236600,0,336000,213 RAYMOND CLOSE S.W.,Land    R - Residential,,2018
1006080,"7910635 1 8    NE-1-20-3-5    11,630 Sq. Feet",T,2,Residential,I  Individual,112300,222900,0,335200,211 RAYMOND CLOSE S.W.,Land    R - Residential,,2018
1006090,"7910635 1 9    NE-1-20-3-5    6,030 Sq. Feet",T,2,Residential,I  Individual,94900,215900,0,310800,209 RAYMOND CLOSE S.W.,Land    R - Residential,,2018
1006100,"7910635 1 10    NE-1-20-3-5    5,720 Sq. Feet",T,2,Residential,I  Individual,91400,221200,0,312600,207 RAYMOND CLOSE S.W.,Land    R - Residential,,2018
1006110,"7910635 1 11    NE-1-20-3-5    6,900 Sq. Feet",T,2,Residential,I  Individual,98200,204600,0,302800,205 RAYMOND CLOSE S.W.,Land    R - Residential,,2018
1006120,"7910635 1 12    NE-1-20-3-5    6,670 Sq. Feet",T,2,Residential,I  Individual,97300,221600,0,318900,203 RAYMOND CLOSE S.W.,Land    R - Residential,,2018
1006130,"7910635 1 13    NE-1-20-3-5    6,900 Sq. Feet",T,2,Residential,I  Individual,98200,226600,0,324800,201 RAYMOND CLOSE S.W.,Land    R - Residential,,2018
1006140,"7910635 1 14    NE-1-20-3-5    6,900 Sq. Feet",T,2,Residential,I  Individual,98200,222900,0,321100,102 ROWLEY CLOSE S.W.,Land    R - Residential,,2018
1006150,"7910635 1 15    NE-1-20-3-5    5,980 Sq. Feet",T,2,Residential,I  Individual,94600,187300,0,281900,104 ROWLEY CLOSE S.W.,Land    R - Residential,,2018
1006160,"7910635 1 16    NE-1-20-3-5    5,930 Sq. Feet",T,2,Residential,I  Individual,94000,206300,0,300300,106 ROWLEY CLOSE S.W.,Land    R - Residential,,2018
1006170,"7910635 1 17    NE-1-20-3-5    7,750 Sq. Feet",T,2,Residential,I  Individual,101400,181500,0,282900,108 ROWLEY CLOSE S.W.,Land    R - Residential,,2018
1006180,"7910635 1 18    NE-1-20-3-5    5,810 Sq. Feet",T,2,Residential,I  Individual,92500,191000,0,283500,110 ROWLEY CLOSE S.W.,Land    R - Residential,,2018
1006190,"7910635 1 19    NE-1-20-3-5    10,760 Sq. Feet",T,2,Residential,I  Individual,111100,288200,0,399300,112 ROWLEY CLOSE S.W.,Land    R - Residential,,2018
1006200,"7910635 1 20    NE-1-20-3-5    10,010 Sq. Feet",T,2,Residential,I  Individual,110100,253600,0,363700,113 ROWLEY CLOSE S.W.,Land    R - Residential,,2018
1006210,"7910635 1 21    NE-1-20-3-5    10,230 Sq. Feet",T,2,Residential,I  Individual,110400,237100,0,347500,111 ROWLEY CLOSE S.W.,Land    R - Residential,,2018
